team1,team2,toss_winner,venue,winner,team1_matches_played,team1_wins,team1_win_percentage,team1_recent_form,team1_total_runs,team1_balls_faced,team1_strike_rate,team1_wickets,team1_balls_bowled,team1_economy,team2_matches_played,team2_wins,team2_win_percentage,team2_recent_form,team2_total_runs,team2_balls_faced,team2_strike_rate,team2_wickets,team2_balls_bowled,team2_economy,win_percentage_diff,recent_form_diff,strike_rate_diff,economy_diff,wickets_diff
Punjab Kings,Delhi Capitals,Delhi Capitals,"Punjab Cricket Association Stadium, Mohali",Delhi Capitals,264,119,45.07575757575758,2,42861,31510,136.02348460806093,1508,31068,8.286404016994979,267,118,44.19475655430712,1,41696,31401,132.7855800770676,1576,31610,8.098576399873458,0.8810010214504587,1,3.237904530993319,0.18782761712152052,-68
Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,264,135,51.13636363636363,2,41333,30895,133.7854021686357,1545,31169,7.962141871731529,270,132,48.888888888888886,4,43275,31736,136.3593395512982,1588,31896,8.165349887133182,2.2474747474747474,-2,-2.573937382662507,-0.20320801540165334,-43
Chennai Super Kings,Deccan Chargers,Deccan Chargers,"MA Chidambaram Stadium, Chepauk",Deccan Chargers,252,142,56.34920634920635,2,41070,30395,135.1209080440862,1564,30210,7.878252234359484,75,29,38.66666666666666,2,11463,9034,126.8873145893292,446,9039,7.711915034848988,17.68253968253969,0,8.233593454757013,0.16633719951049564,1118
Rajasthan Royals,Delhi Capitals,Delhi Capitals,"Sardar Patel Stadium, Motera",Delhi Capitals,235,114,48.51063829787234,2,37361,27922,133.80488503688846,1345,28194,8.071504575441583,267,118,44.19475655430712,1,41696,31401,132.7855800770676,1576,31610,8.098576399873458,4.315881743565221,1,1.0193049598208574,-0.027071824431875058,-231
Royal Challengers Bangalore,Punjab Kings,Punjab Kings,M Chinnaswamy Stadium,Royal Challengers Bangalore,270,132,48.888888888888886,4,43275,31736,136.3593395512982,1588,31896,8.165349887133182,264,119,45.07575757575758,2,42861,31510,136.02348460806093,1508,31068,8.286404016994979,3.813131313131308,2,0.3358549432372797,-0.12105412986179687,80
Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,Eden Gardens,Chennai Super Kings,264,135,51.13636363636363,2,41333,30895,133.7854021686357,1545,31169,7.962141871731529,252,142,56.34920634920635,2,41070,30395,135.1209080440862,1564,30210,7.878252234359484,-5.212842712842715,0,-1.335505875450508,0.08388963737204502,-19
Delhi Capitals,Mumbai Indians,Delhi Capitals,Feroz Shah Kotla,Mumbai Indians,267,118,44.19475655430712,1,41696,31401,132.7855800770676,1576,31610,8.098576399873458,277,151,54.51263537906137,2,45087,33322,135.3070043814897,1707,33427,7.899961109282914,-10.317878824754253,-1,-2.5214243044220837,0.19861529059054472,-131
Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,M Chinnaswamy Stadium,Royal Challengers Bangalore,270,132,48.888888888888886,4,43275,31736,136.3593395512982,1588,31896,8.165349887133182,235,114,48.51063829787234,2,37361,27922,133.80488503688846,1345,28194,8.071504575441583,0.37825059101654546,2,2.5544545144097413,0.09384531169159871,243
Delhi Capitals,Chennai Super Kings,Delhi Capitals,Feroz Shah Kotla,Chennai Super Kings,267,118,44.19475655430712,1,41696,31401,132.7855800770676,1576,31610,8.098576399873458,252,142,56.34920634920635,2,41070,30395,135.1209080440862,1564,30210,7.878252234359484,-12.154449794899229,-1,-2.3353279670186,0.2203241655139747,12
Deccan Chargers,Punjab Kings,Punjab Kings,Barabati Stadium,Deccan Chargers,75,29,38.66666666666666,2,11463,9034,126.8873145893292,446,9039,7.711915034848988,264,119,45.07575757575758,2,42861,31510,136.02348460806093,1508,31068,8.286404016994979,-6.409090909090921,0,-9.136170018731733,-0.5744889821459909,-1062
Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,"Sardar Patel Stadium, Motera",Rajasthan Royals,235,114,48.51063829787234,2,37361,27922,133.80488503688846,1345,28194,8.071504575441583,264,135,51.13636363636363,2,41333,30895,133.7854021686357,1545,31169,7.962141871731529,-2.625725338491293,0,0.019482868252765684,0.10936270371005463,-200
Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,Brabourne Stadium,Royal Challengers Bangalore,277,151,54.51263537906137,2,45087,33322,135.3070043814897,1707,33427,7.899961109282914,270,132,48.888888888888886,4,43275,31736,136.3593395512982,1588,31896,8.165349887133182,5.623746490172486,-2,-1.052335169808515,-0.2653887778502684,119
Deccan Chargers,Delhi Capitals,Deccan Chargers,Barabati Stadium,Deccan Chargers,75,29,38.66666666666666,2,11463,9034,126.8873145893292,446,9039,7.711915034848988,267,118,44.19475655430712,1,41696,31401,132.7855800770676,1576,31610,8.098576399873458,-5.528089887640462,1,-5.8982654877384135,-0.38666136502447035,-1130
Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,Brabourne Stadium,Mumbai Indians,277,151,54.51263537906137,2,45087,33322,135.3070043814897,1707,33427,7.899961109282914,264,135,51.13636363636363,2,41333,30895,133.7854021686357,1545,31169,7.962141871731529,3.376271742697739,0,1.5216022128539919,-0.062180762448615035,162
Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,M Chinnaswamy Stadium,Royal Challengers Bangalore,270,132,48.888888888888886,4,43275,31736,136.3593395512982,1588,31896,8.165349887133182,252,142,56.34920634920635,2,41070,30395,135.1209080440862,1564,30210,7.878252234359484,-7.460317460317462,2,1.238431507211999,0.28709765277369836,24
Punjab Kings,Rajasthan Royals,Punjab Kings,"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,264,119,45.07575757575758,2,42861,31510,136.02348460806093,1508,31068,8.286404016994979,235,114,48.51063829787234,2,37361,27922,133.80488503688846,1345,28194,8.071504575441583,-3.4348807221147624,0,2.2185995711724615,0.21489944155339558,163
Chennai Super Kings,Mumbai Indians,Mumbai Indians,"Brabourne Stadium, Mumbai",Mumbai Indians,252,142,56.34920634920635,2,41070,30395,135.1209080440862,1564,30210,7.878252234359484,277,151,54.51263537906137,2,45087,33322,135.3070043814897,1707,33427,7.899961109282914,1.836570970144976,0,-0.18609633740348386,-0.021708874923429988,-143
Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,M Chinnaswamy Stadium,Delhi Capitals,270,132,48.888888888888886,4,43275,31736,136.3593395512982,1588,31896,8.165349887133182,267,118,44.19475655430712,1,41696,31401,132.7855800770676,1576,31610,8.098576399873458,4.6941323345817665,3,3.5737594742305987,0.06677348725972365,12
