team1,team2,toss_winner,venue,winner,team1_matches_played,team1_wins,team1_win_percentage,team1_recent_form,team1_total_runs,team1_balls_faced,team1_strike_rate,team1_wickets,team1_balls_bowled,team1_economy,team2_matches_played,team2_wins,team2_win_percentage,team2_recent_form,team2_total_runs,team2_balls_faced,team2_strike_rate,team2_wickets,team2_balls_bowled,team2_economy,win_percentage_diff,recent_form_diff,strike_rate_diff,economy_diff,wickets_diff
Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,M Chinnaswamy Stadium,Royal Challengers Bangalore,270,132,48.888888888888886,4,43275,31736,136.3593395512982,1588,31896,8.165349887133182,196,93,47.44897959183674,3,31590,23442,134.75812643972358,1162,23351,8.141921116868657,1.4399092970521465,1,1.6012131115746229,0.023428770264525056,426
Mumbai Indians,Delhi Capitals,Mumbai Indians,Wankhede Stadium,Mumbai Indians,277,151,54.51263537906137,2,45087,33322,135.3070043814897,1707,33427,7.899961109282914,267,118,44.19475655430712,1,41696,31401,132.7855800770676,1576,31610,8.098576399873458,10.317878824754253,1,2.5214243044220837,-0.19861529059054472,131
Punjab Kings,Chennai Super Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,264,119,45.07575757575758,2,42861,31510,136.02348460806093,1508,31068,8.286404016994979,252,142,56.34920634920635,2,41070,30395,135.1209080440862,1564,30210,7.878252234359484,-11.27344877344877,0,0.9025765639747192,0.40815178263549523,-56
Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,M Chinnaswamy Stadium,Royal Challengers Bangalore,270,132,48.888888888888886,4,43275,31736,136.3593395512982,1588,31896,8.165349887133182,264,135,51.13636363636363,2,41333,30895,133.7854021686357,1545,31169,7.962141871731529,-2.2474747474747474,2,2.573937382662507,0.20320801540165334,43
Pune Warriors,Rajasthan Royals,Rajasthan Royals,Subrata Roy Sahara Stadium,Pune Warriors,46,12,26.08695652173913,2,6358,5443,116.81058239941208,238,5457,7.539307311709731,235,114,48.51063829787234,2,37361,27922,133.80488503688846,1345,28194,8.071504575441583,-22.42368177613321,0,-16.99430263747638,-0.5321972637318524,-1107
Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,Feroz Shah Kotla,Sunrisers Hyderabad,267,118,44.19475655430712,1,41696,31401,132.7855800770676,1576,31610,8.098576399873458,196,93,47.44897959183674,3,31590,23442,134.75812643972358,1162,23351,8.141921116868657,-3.25422303752962,-2,-1.9725463626559758,-0.043344716995198596,414
Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,252,142,56.34920634920635,2,41070,30395,135.1209080440862,1564,30210,7.878252234359484,270,132,48.888888888888886,4,43275,31736,136.3593395512982,1588,31896,8.165349887133182,7.460317460317462,-2,-1.238431507211999,-0.28709765277369836,-24
Mumbai Indians,Pune Warriors,Mumbai Indians,Wankhede Stadium,Mumbai Indians,277,151,54.51263537906137,2,45087,33322,135.3070043814897,1707,33427,7.899961109282914,46,12,26.08695652173913,2,6358,5443,116.81058239941208,238,5457,7.539307311709731,28.425678857322243,0,18.496421982077607,0.3606537975731827,1469
Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,264,135,51.13636363636363,2,41333,30895,133.7854021686357,1545,31169,7.962141871731529,196,93,47.44897959183674,3,31590,23442,134.75812643972358,1162,23351,8.141921116868657,3.687384044526894,-1,-0.9727242710878841,-0.17977924513712829,383
Rajasthan Royals,Punjab Kings,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,235,114,48.51063829787234,2,37361,27922,133.80488503688846,1345,28194,8.071504575441583,264,119,45.07575757575758,2,42861,31510,136.02348460806093,1508,31068,8.286404016994979,3.4348807221147624,0,-2.2185995711724615,-0.21489944155339558,-163
Chennai Super Kings,Pune Warriors,Pune Warriors,"MA Chidambaram Stadium, Chepauk",Pune Warriors,252,142,56.34920634920635,2,41070,30395,135.1209080440862,1564,30210,7.878252234359484,46,12,26.08695652173913,2,6358,5443,116.81058239941208,238,5457,7.539307311709731,30.26224982746722,0,18.310325644674123,0.33894492264975273,1326
Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,264,119,45.07575757575758,2,42861,31510,136.02348460806093,1508,31068,8.286404016994979,264,135,51.13636363636363,2,41333,30895,133.7854021686357,1545,31169,7.962141871731529,-6.060606060606055,0,2.238082439425227,0.3242621452634502,-37
Pune Warriors,Sunrisers Hyderabad,Pune Warriors,Maharashtra Cricket Association Stadium,Sunrisers Hyderabad,46,12,26.08695652173913,2,6358,5443,116.81058239941208,238,5457,7.539307311709731,196,93,47.44897959183674,3,31590,23442,134.75812643972358,1162,23351,8.141921116868657,-21.36202307009761,-1,-17.9475440403115,-0.602613805158926,-924
Rajasthan Royals,Mumbai Indians,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,235,114,48.51063829787234,2,37361,27922,133.80488503688846,1345,28194,8.071504575441583,277,151,54.51263537906137,2,45087,33322,135.3070043814897,1707,33427,7.899961109282914,-6.001997081189032,0,-1.5021193446012262,0.17154346615866967,-362
Delhi Capitals,Chennai Super Kings,Chennai Super Kings,Feroz Shah Kotla,Chennai Super Kings,267,118,44.19475655430712,1,41696,31401,132.7855800770676,1576,31610,8.098576399873458,252,142,56.34920634920635,2,41070,30395,135.1209080440862,1564,30210,7.878252234359484,-12.154449794899229,-1,-2.3353279670186,0.2203241655139747,12
Sunrisers Hyderabad,Punjab Kings,Punjab Kings,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,196,93,47.44897959183674,3,31590,23442,134.75812643972358,1162,23351,8.141921116868657,264,119,45.07575757575758,2,42861,31510,136.02348460806093,1508,31068,8.286404016994979,2.3732220160791613,1,-1.2653581683373432,-0.14448290012632192,-346
Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,Eden Gardens,Chennai Super Kings,264,135,51.13636363636363,2,41333,30895,133.7854021686357,1545,31169,7.962141871731529,252,142,56.34920634920635,2,41070,30395,135.1209080440862,1564,30210,7.878252234359484,-5.212842712842715,0,-1.335505875450508,0.08388963737204502,-19
Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,M Chinnaswamy Stadium,Royal Challengers Bangalore,270,132,48.888888888888886,4,43275,31736,136.3593395512982,1588,31896,8.165349887133182,235,114,48.51063829787234,2,37361,27922,133.80488503688846,1345,28194,8.071504575441583,0.37825059101654546,2,2.5544545144097413,0.09384531169159871,243
Delhi Capitals,Mumbai Indians,Mumbai Indians,Feroz Shah Kotla,Delhi Capitals,267,118,44.19475655430712,1,41696,31401,132.7855800770676,1576,31610,8.098576399873458,277,151,54.51263537906137,2,45087,33322,135.3070043814897,1707,33427,7.899961109282914,-10.317878824754253,-1,-2.5214243044220837,0.19861529059054472,-131
Punjab Kings,Pune Warriors,Punjab Kings,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,264,119,45.07575757575758,2,42861,31510,136.02348460806093,1508,31068,8.286404016994979,46,12,26.08695652173913,2,6358,5443,116.81058239941208,238,5457,7.539307311709731,18.98880105401845,0,19.212902208648842,0.747096705285248,1270
Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,252,142,56.34920634920635,2,41070,30395,135.1209080440862,1564,30210,7.878252234359484,235,114,48.51063829787234,2,37361,27922,133.80488503688846,1345,28194,8.071504575441583,7.838568051334008,0,1.3160230071977423,-0.19325234108209965,219
Delhi Capitals,Punjab Kings,Punjab Kings,Feroz Shah Kotla,Punjab Kings,267,118,44.19475655430712,1,41696,31401,132.7855800770676,1576,31610,8.098576399873458,264,119,45.07575757575758,2,42861,31510,136.02348460806093,1508,31068,8.286404016994979,-0.8810010214504587,-1,-3.237904530993319,-0.18782761712152052,68
Royal Challengers Bangalore,Pune Warriors,Pune Warriors,M Chinnaswamy Stadium,Royal Challengers Bangalore,270,132,48.888888888888886,4,43275,31736,136.3593395512982,1588,31896,8.165349887133182,46,12,26.08695652173913,2,6358,5443,116.81058239941208,238,5457,7.539307311709731,22.801932367149757,2,19.54875715188612,0.6260425754234511,1350
Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,Eden Gardens,Mumbai Indians,264,135,51.13636363636363,2,41333,30895,133.7854021686357,1545,31169,7.962141871731529,277,151,54.51263537906137,2,45087,33322,135.3070043814897,1707,33427,7.899961109282914,-3.376271742697739,0,-1.5216022128539919,0.062180762448615035,-162
Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,252,142,56.34920634920635,2,41070,30395,135.1209080440862,1564,30210,7.878252234359484,196,93,47.44897959183674,3,31590,23442,134.75812643972358,1162,23351,8.141921116868657,8.900226757369609,-1,0.36278160436262397,-0.2636688825091733,402
Kolkata Knight Riders,Punjab Kings,Punjab Kings,Eden Gardens,Kolkata Knight Riders,264,135,51.13636363636363,2,41333,30895,133.7854021686357,1545,31169,7.962141871731529,264,119,45.07575757575758,2,42861,31510,136.02348460806093,1508,31068,8.286404016994979,6.060606060606055,0,-2.238082439425227,-0.3242621452634502,37
Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,Sawai Mansingh Stadium,Rajasthan Royals,235,114,48.51063829787234,2,37361,27922,133.80488503688846,1345,28194,8.071504575441583,196,93,47.44897959183674,3,31590,23442,134.75812643972358,1162,23351,8.141921116868657,1.061658706035601,-1,-0.9532414028351184,-0.07041654142707365,183
Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,Mumbai Indians,277,151,54.51263537906137,2,45087,33322,135.3070043814897,1707,33427,7.899961109282914,270,132,48.888888888888886,4,43275,31736,136.3593395512982,1588,31896,8.165349887133182,5.623746490172486,-2,-1.052335169808515,-0.2653887778502684,119
Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,252,142,56.34920634920635,2,41070,30395,135.1209080440862,1564,30210,7.878252234359484,264,135,51.13636363636363,2,41333,30895,133.7854021686357,1545,31169,7.962141871731529,5.212842712842715,0,1.335505875450508,-0.08388963737204502,19
Delhi Capitals,Pune Warriors,Pune Warriors,Shaheed Veer Narayan Singh International Stadium,Delhi Capitals,267,118,44.19475655430712,1,41696,31401,132.7855800770676,1576,31610,8.098576399873458,46,12,26.08695652173913,2,6358,5443,116.81058239941208,238,5457,7.539307311709731,18.10780003256799,-1,15.974997677655523,0.5592690881637274,1338
Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,235,114,48.51063829787234,2,37361,27922,133.80488503688846,1345,28194,8.071504575441583,270,132,48.888888888888886,4,43275,31736,136.3593395512982,1588,31896,8.165349887133182,-0.37825059101654546,-2,-2.5544545144097413,-0.09384531169159871,-243
Mumbai Indians,Punjab Kings,Mumbai Indians,Wankhede Stadium,Mumbai Indians,277,151,54.51263537906137,2,45087,33322,135.3070043814897,1707,33427,7.899961109282914,264,119,45.07575757575758,2,42861,31510,136.02348460806093,1508,31068,8.286404016994979,9.436877803303794,0,-0.7164802265712353,-0.38644290771206524,199
Pune Warriors,Chennai Super Kings,Chennai Super Kings,Subrata Roy Sahara Stadium,Chennai Super Kings,46,12,26.08695652173913,2,6358,5443,116.81058239941208,238,5457,7.539307311709731,252,142,56.34920634920635,2,41070,30395,135.1209080440862,1564,30210,7.878252234359484,-30.26224982746722,0,-18.310325644674123,-0.33894492264975273,-1326
Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,196,93,47.44897959183674,3,31590,23442,134.75812643972358,1162,23351,8.141921116868657,277,151,54.51263537906137,2,45087,33322,135.3070043814897,1707,33427,7.899961109282914,-7.063655787224633,1,-0.5488779417661078,0.24196000758574332,-545
Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,Shaheed Veer Narayan Singh International Stadium,Delhi Capitals,267,118,44.19475655430712,1,41696,31401,132.7855800770676,1576,31610,8.098576399873458,264,135,51.13636363636363,2,41333,30895,133.7854021686357,1545,31169,7.962141871731529,-6.941607082056514,-1,-0.9998220915680918,0.1364345281419297,31
Chennai Super Kings,Punjab Kings,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,252,142,56.34920634920635,2,41070,30395,135.1209080440862,1564,30210,7.878252234359484,264,119,45.07575757575758,2,42861,31510,136.02348460806093,1508,31068,8.286404016994979,11.27344877344877,0,-0.9025765639747192,-0.40815178263549523,56
